date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2025-05-14,2357,6443330,4011143357,615.0,635.0,610.0,622.0,14.0,8295
2025-05-15,2357,3009704,1880795401,622.0,628.0,618.0,628.0,6.0,3588
2025-05-16,2357,3454358,2187754037,628.0,638.0,622.0,634.0,6.0,4452
2025-05-19,2357,3124646,1964612250,631.0,636.0,621.0,621.0,-13.0,4273
2025-05-20,2357,3019832,1906182912,629.0,637.0,626.0,632.0,11.0,3521
2025-05-21,2357,2803334,1762698913,633.0,635.0,625.0,628.0,-4.0,5901
2025-05-22,2357,2154818,1354928006,626.0,632.0,622.0,632.0,4.0,2502
2025-05-23,2357,1802617,1126348791,632.0,632.0,622.0,622.0,-10.0,2673
2025-05-26,2357,2803396,1745186205,622.0,627.0,618.0,627.0,5.0,3385
2025-05-27,2357,4965646,3042851656,623.0,627.0,608.0,608.0,-19.0,8194
2025-05-28,2357,4597400,2833466957,618.0,622.0,610.0,619.0,11.0,4535
2025-05-29,2357,7501028,4680625451,625.0,630.0,614.0,625.0,6.0,4847
2025-06-02,2357,3137153,1952538304,619.0,628.0,616.0,622.0,-3.0,3325
2025-06-03,2357,4210170,2672243170,627.0,638.0,626.0,638.0,16.0,4230
2025-06-04,2357,5522129,3523967724,645.0,652.0,628.0,638.0,0.0,8505
2025-06-05,2357,3025104,1926741545,635.0,642.0,629.0,642.0,4.0,3418
2025-06-06,2357,2726387,1753949853,645.0,651.0,639.0,645.0,3.0,3105
2025-06-09,2357,2335768,1512762871,645.0,652.0,644.0,646.0,1.0,2975
2025-06-10,2357,3032584,1997413760,653.0,664.0,653.0,659.0,13.0,4796
2025-06-11,2357,3651804,2449828644,665.0,675.0,664.0,675.0,16.0,6032
2025-06-12,2357,2832093,1923559968,675.0,683.0,671.0,682.0,7.0,4067
2025-06-13,2357,3798529,2589644004,674.0,685.0,674.0,684.0,2.0,4423
2025-06-16,2357,2374692,1618234255,681.0,687.0,677.0,683.0,-1.0,3134
2025-06-17,2357,4845356,3369502189,688.0,700.0,684.0,700.0,17.0,6079
2025-06-18,2357,5201656,3661986325,696.0,712.0,696.0,705.0,5.0,6098
2025-06-19,2357,3130285,2201748183,707.0,711.0,699.0,705.0,0.0,3813
2025-06-20,2357,7919336,5443913467,705.0,709.0,683.0,683.0,-22.0,6837
2025-06-23,2357,5677783,3838627999,672.0,684.0,668.0,678.0,-5.0,5933
2025-06-24,2357,11432817,8129846720,682.0,745.0,678.0,745.0,67.0,8922
2025-06-25,2357,17498216,12326143645,710.0,720.0,699.0,700.0,-45.0,18116
2025-06-26,2357,21635605,13966162038,665.0,666.0,632.0,641.0,0.0,29721
2025-06-27,2357,6968511,4460231182,644.0,648.0,636.0,640.0,-1.0,8585
2025-06-30,2357,11285072,7288134805,645.0,654.0,640.0,644.0,4.0,9682
2025-07-01,2357,5751458,3729562815,648.0,652.0,643.0,650.0,6.0,6674
2025-07-02,2357,5107146,3371134840,650.0,664.0,649.0,662.0,12.0,6447
2025-07-03,2357,10325072,6646078935,658.0,664.0,637.0,639.0,-23.0,15515
2025-07-04,2357,6444194,4065938827,639.0,640.0,625.0,625.0,-14.0,12060
2025-07-07,2357,3217457,2028948385,624.0,634.0,624.0,633.0,8.0,4120
2025-07-08,2357,3335125,2103837272,632.0,636.0,627.0,633.0,0.0,4349
2025-07-09,2357,2872218,1829840578,634.0,641.0,632.0,641.0,8.0,3849
2025-07-10,2357,3612151,2320583188,646.0,646.0,637.0,642.0,1.0,4687
2025-07-11,2357,2668000,1715038011,643.0,645.0,641.0,642.0,0.0,2847
2025-07-14,2357,5663718,3561829658,643.0,644.0,624.0,631.0,-11.0,8661
2025-07-15,2357,2434968,1551183472,631.0,640.0,630.0,640.0,9.0,3277
2025-07-16,2357,3488576,2231808148,641.0,646.0,635.0,635.0,-5.0,4637
2025-07-17,2357,4298243,2759739473,642.0,648.0,638.0,640.0,5.0,4247
2025-07-18,2357,2384389,1523359661,645.0,645.0,636.0,639.0,-1.0,4668
2025-07-21,2357,3501202,2254699645,643.0,648.0,640.0,640.0,1.0,4080
2025-07-22,2357,4607253,2906825194,646.0,648.0,623.0,623.0,-17.0,8131
2025-07-23,2357,2971337,1886299058,628.0,638.0,628.0,638.0,15.0,3747
2025-07-24,2357,2933234,1889111389,641.0,647.0,639.0,647.0,9.0,3393
2025-07-25,2357,3905404,2544693062,647.0,655.0,643.0,655.0,8.0,5833
2025-07-28,2357,2687279,1771998467,658.0,663.0,653.0,662.0,7.0,4744
2025-07-29,2357,3760921,2447220433,660.0,660.0,646.0,651.0,-11.0,5455
2025-07-30,2357,3437356,2241341664,654.0,657.0,645.0,653.0,2.0,3520
2025-07-31,2357,2979226,1968609047,651.0,665.0,650.0,662.0,9.0,4980
2025-08-01,2357,2483314,1644898734,654.0,667.0,651.0,665.0,3.0,3790
2025-08-04,2357,2661863,1757892284,660.0,665.0,654.0,665.0,0.0,3351
2025-08-05,2357,3761863,2537216832,669.0,682.0,665.0,676.0,11.0,6509
2025-08-06,2357,2941869,2002993755,678.0,685.0,674.0,680.0,4.0,4425
2025-08-07,2357,2151766,1472180669,682.0,687.0,681.0,682.0,2.0,3523
2025-08-08,2357,2850952,1942951759,686.0,690.0,676.0,680.0,-2.0,4321
2025-08-11,2357,3003911,1987747642,676.0,676.0,654.0,662.0,-18.0,26011
2025-08-12,2357,3140679,2060541208,667.0,669.0,653.0,653.0,-9.0,6168
2025-08-13,2357,4076186,2631077341,656.0,656.0,638.0,640.0,-13.0,9411
2025-08-14,2357,5000327,3181249118,640.0,645.0,629.0,641.0,1.0,7701
2025-08-15,2357,4179220,2642619934,641.0,643.0,629.0,632.0,-9.0,9694
2025-08-18,2357,2339928,1478839029,631.0,636.0,629.0,633.0,1.0,4447
2025-08-19,2357,2389849,1515899470,633.0,637.0,630.0,633.0,0.0,3517
2025-08-20,2357,4229609,2658323794,634.0,636.0,625.0,625.0,-8.0,6555
2025-08-21,2357,2384186,1499380916,629.0,636.0,625.0,626.0,1.0,4112
2025-08-22,2357,2227022,1389454741,628.0,629.0,621.0,621.0,-5.0,4311
2025-08-25,2357,1936532,1225804811,630.0,636.0,627.0,633.0,12.0,3157
2025-08-26,2357,2107269,1340349421,631.0,638.0,630.0,638.0,5.0,2413
2025-08-27,2357,2148584,1367191065,636.0,640.0,634.0,635.0,-3.0,3144
2025-08-28,2357,1724099,1095597066,635.0,639.0,634.0,634.0,-1.0,2183
2025-08-29,2357,2068323,1311901055,638.0,641.0,631.0,632.0,-2.0,3032
2025-09-01,2357,2118727,1317245268,630.0,631.0,616.0,619.0,-13.0,6238
2025-09-02,2357,1685453,1044796262,620.0,625.0,615.0,619.0,0.0,3475
2025-09-03,2357,1842195,1156838363,619.0,633.0,619.0,625.0,6.0,2454
2025-09-04,2357,2176791,1387362714,629.0,644.0,629.0,635.0,10.0,3604
2025-09-05,2357,1804339,1160730238,640.0,647.0,638.0,645.0,10.0,3393
2025-09-08,2357,1561835,1011751458,647.0,651.0,645.0,645.0,0.0,3067
2025-09-09,2357,3790408,2498338469,653.0,665.0,648.0,661.0,16.0,6455
2025-09-10,2357,3599319,2410193784,667.0,677.0,663.0,668.0,7.0,6057
2025-09-11,2357,7729035,5370072593,682.0,709.0,680.0,691.0,23.0,15041
2025-09-12,2357,5432491,3829766934,695.0,714.0,694.0,707.0,16.0,10697
2025-09-15,2357,2588080,1803788224,707.0,710.0,692.0,692.0,-15.0,5513
2025-09-16,2357,2759197,1901620684,695.0,697.0,685.0,685.0,-7.0,5259
2025-09-17,2357,2924234,1976792798,685.0,685.0,671.0,673.0,-12.0,6227
2025-09-18,2357,2646317,1799357699,680.0,687.0,673.0,680.0,7.0,3693
2025-09-19,2357,4765811,3198816347,681.0,684.0,668.0,668.0,-12.0,3406
2025-09-22,2357,2252349,1535180369,673.0,686.0,673.0,684.0,16.0,3477
2025-09-23,2357,2540463,1746043261,689.0,693.0,682.0,684.0,0.0,3920
2025-09-24,2357,2261407,1540337039,685.0,688.0,675.0,684.0,0.0,3354
2025-09-25,2357,2548613,1750915732,684.0,691.0,678.0,690.0,6.0,3086
2025-09-26,2357,2294326,1555340501,690.0,691.0,672.0,678.0,-12.0,4634
2025-09-30,2357,4335454,2927165255,672.0,682.0,668.0,671.0,-7.0,4635
2025-10-01,2357,2841822,1924198634,672.0,687.0,670.0,676.0,5.0,4065
2025-10-02,2357,2148050,1468765080,681.0,688.0,680.0,684.0,8.0,2922
2025-10-03,2357,2345070,1608487839,688.0,692.0,683.0,685.0,1.0,3076
2025-10-07,2357,2942349,2027372729,688.0,693.0,682.0,691.0,6.0,4091
2025-10-08,2357,2520764,1745018105,689.0,696.0,686.0,692.0,1.0,3487
2025-10-09,2357,3477971,2361418769,698.0,698.0,673.0,677.0,-15.0,6780
2025-10-13,2357,4657080,3210067283,670.0,697.0,670.0,697.0,20.0,7349
2025-10-14,2357,4449546,3111216117,717.0,719.0,686.0,687.0,-10.0,6794
2025-10-15,2357,3822857,2618995483,696.0,696.0,681.0,684.0,-3.0,3505
2025-10-16,2357,1934330,1324386884,685.0,690.0,679.0,685.0,1.0,3343
2025-10-17,2357,1792094,1234664144,685.0,694.0,684.0,685.0,0.0,2915
2025-10-20,2357,2283828,1567929322,691.0,691.0,681.0,686.0,1.0,2960
2025-10-21,2357,1534653,1063097555,691.0,698.0,689.0,691.0,5.0,2578
2025-10-22,2357,1165554,811130837,691.0,699.0,690.0,699.0,8.0,2184
2025-10-23,2357,1715457,1195378801,695.0,702.0,693.0,698.0,-1.0,2861
2025-10-27,2357,3523834,2503907145,710.0,714.0,702.0,714.0,16.0,6447
2025-10-28,2357,1904229,1351165273,714.0,715.0,705.0,709.0,-5.0,3419
2025-10-29,2357,1912467,1358077297,712.0,716.0,708.0,709.0,0.0,2817
2025-10-30,2357,2369204,1677607131,709.0,714.0,702.0,709.0,0.0,3370
2025-10-31,2357,2617669,1831929364,709.0,709.0,697.0,697.0,-12.0,3637
2025-11-03,2357,3097185,2148566522,692.0,702.0,689.0,691.0,-6.0,4558
2025-11-04,2357,2544205,1762040865,698.0,705.0,687.0,688.0,-3.0,4097
2025-11-05,2357,3424467,2312370123,684.0,684.0,666.0,681.0,-7.0,5931
2025-11-06,2357,2990660,2035167596,679.0,685.0,677.0,681.0,0.0,3460
2025-11-07,2357,3583582,2391568906,678.0,678.0,663.0,664.0,-17.0,8416
2025-11-10,2357,2587128,1720492718,670.0,672.0,662.0,663.0,-1.0,4322
2025-11-11,2357,3200569,2125750388,668.0,673.0,661.0,661.0,-2.0,4047
2025-11-12,2357,6078152,3950855603,664.0,664.0,646.0,647.0,-14.0,10629
2025-11-13,2357,5110970,3252501668,648.0,649.0,633.0,633.0,-14.0,11505
2025-11-14,2357,3558400,2253776059,625.0,638.0,625.0,633.0,0.0,5409
2025-11-17,2357,6416499,3971577357,637.0,637.0,610.0,610.0,-23.0,14801
2025-11-18,2357,10997319,6330911536,586.0,598.0,563.0,563.0,-47.0,24891
2025-11-19,2357,4407340,2504000596,565.0,578.0,562.0,566.0,3.0,7160
2025-11-20,2357,3669211,2111926901,581.0,583.0,571.0,573.0,7.0,5315
2025-11-21,2357,5705448,3277325446,559.0,583.0,557.0,573.0,0.0,6495
2025-11-24,2357,7309420,4282414081,580.0,593.0,579.0,585.0,12.0,6213
2025-11-25,2357,3906167,2303990317,589.0,594.0,584.0,590.0,5.0,4704
2025-11-26,2357,3697739,2251806679,594.0,616.0,594.0,612.0,22.0,5886
2025-11-27,2357,2851548,1749409365,612.0,619.0,610.0,611.0,-1.0,4216
2025-11-28,2357,3405189,2057143055,611.0,612.0,601.0,601.0,-10.0,5688
2025-12-01,2357,2335806,1415940028,602.0,614.0,602.0,603.0,2.0,3539
2025-12-02,2357,2028846,1228596935,607.0,608.0,601.0,607.0,4.0,2835
2025-12-03,2357,3544654,2188815486,610.0,622.0,607.0,616.0,9.0,4484
2025-12-04,2357,2834061,1725632559,619.0,621.0,605.0,607.0,-9.0,5300
2025-12-05,2357,2230728,1358151272,611.0,614.0,603.0,609.0,2.0,3157
2025-12-08,2357,2606032,1571975079,608.0,608.0,599.0,602.0,-7.0,4119
2025-12-09,2357,2661652,1593030897,607.0,610.0,594.0,596.0,-6.0,5524
2025-12-10,2357,1888295,1130101250,601.0,608.0,595.0,595.0,-1.0,3448
2025-12-11,2357,2709905,1606033933,599.0,601.0,587.0,592.0,-3.0,6667
2025-12-12,2357,2342889,1385804417,596.0,599.0,588.0,588.0,-4.0,4027
2025-12-15,2357,2562094,1498743239,585.0,588.0,581.0,584.0,-4.0,4580
2025-12-16,2357,10584934,6246601732,580.0,600.0,576.0,586.0,2.0,10620
2025-12-17,2357,9745442,5707610225,590.0,595.0,577.0,577.0,-9.0,10721
2025-12-18,2357,12503671,7055728196,566.0,580.0,553.0,554.0,-23.0,17159
2025-12-19,2357,13187404,7334499523,556.0,564.0,550.0,550.0,-4.0,11856
2025-12-22,2357,9132744,5069087178,555.0,562.0,550.0,550.0,0.0,8788
2025-12-23,2357,9190451,5067584924,552.0,555.0,546.0,546.0,-4.0,11010
2025-12-24,2357,10056098,5494667718,547.0,551.0,540.0,544.0,-2.0,10498
2025-12-26,2357,8521760,4706161403,548.0,556.0,545.0,551.0,7.0,7785
2025-12-29,2357,3643793,2000609912,554.0,557.0,543.0,543.0,-8.0,9115
2025-12-30,2357,3645565,1968456169,545.0,548.0,535.0,540.0,-3.0,8091
2025-12-31,2357,2714103,1489127622,542.0,553.0,541.0,548.0,8.0,4571
2026-01-02,2357,4418986,2465699962,554.0,563.0,552.0,555.0,7.0,6705
2026-01-05,2357,5388987,2971429132,555.0,558.0,546.0,546.0,-9.0,8648
2026-01-06,2357,4610828,2493007382,545.0,548.0,538.0,539.0,-7.0,8599
2026-01-07,2357,4753977,2576882341,539.0,547.0,535.0,543.0,4.0,6668
2026-01-08,2357,6823126,3650380558,540.0,542.0,530.0,530.0,-13.0,12780
2026-01-09,2357,7926302,4168644274,526.0,532.0,517.0,529.0,-1.0,11363
2026-01-12,2357,6272483,3388821008,538.0,546.0,534.0,546.0,17.0,6831
2026-01-13,2357,9703700,5130508297,541.0,544.0,517.0,518.0,-28.0,23537
2026-01-14,2357,4821068,2534861406,521.0,529.0,521.0,528.0,10.0,6478
2026-01-15,2357,4717395,2457306671,528.0,528.0,517.0,521.0,-7.0,8234
2026-01-16,2357,7214065,3718823090,520.0,525.0,510.0,510.0,-11.0,17430
2026-01-19,2357,5070169,2595549528,512.0,516.0,508.0,510.0,0.0,8634
2026-01-20,2357,4120391,2111617847,512.0,519.0,508.0,510.0,0.0,8763
2026-01-21,2357,5241739,2632703483,505.0,506.0,500.0,501.0,-9.0,11277
2026-01-22,2357,2982562,1518371803,508.0,512.0,505.0,511.0,10.0,5002
2026-01-23,2357,2596091,1340457145,515.0,522.0,513.0,515.0,4.0,5147
2026-01-26,2357,3842376,1945947215,513.0,513.0,503.0,505.0,-10.0,10850
2026-01-27,2357,3017592,1527202815,508.0,512.0,504.0,504.0,-1.0,4965
2026-01-28,2357,3705932,1871939931,508.0,510.0,502.0,510.0,6.0,6714
2026-01-29,2357,3452303,1753705871,510.0,513.0,505.0,507.0,-3.0,4952
2026-01-30,2357,4618882,2301463371,505.0,505.0,495.5,496.0,-11.0,12481
2026-02-02,2357,4479402,2239637302,496.0,509.0,490.0,499.5,3.5,6751
2026-02-03,2357,3178104,1600000186,505.0,511.0,498.5,501.0,1.5,4496
2026-02-04,2357,2467069,1234567948,500.0,504.0,498.5,502.0,1.0,4373
2026-02-05,2357,4214026,2133720745,501.0,513.0,501.0,502.0,0.0,5103
2026-02-06,2357,4197629,2126550539,501.0,515.0,493.0,508.0,6.0,6321
2026-02-09,2357,3829784,1933827594,513.0,513.0,502.0,503.0,-5.0,6133
2026-02-10,2357,5244160,2723833443,508.0,530.0,506.0,526.0,23.0,9719
2026-02-11,2357,3814390,1994588280,525.0,526.0,517.0,523.0,-3.0,6219
2026-02-23,2357,6095678,3113957769,518.0,518.0,507.0,509.0,-14.0,9329
2026-02-24,2357,5031474,2580383693,509.0,520.0,507.0,515.0,6.0,5748
2026-02-25,2357,5778458,3053178057,522.0,533.0,521.0,525.0,10.0,8799
2026-02-26,2357,4661180,2474038011,530.0,535.0,522.0,532.0,7.0,6173
2026-03-02,2357,3613935,1920040355,533.0,536.0,526.0,530.0,-2.0,5460
2026-03-03,2357,3860286,2025697395,530.0,533.0,519.0,521.0,-9.0,6165
2026-03-04,2357,5210844,2631669242,515.0,515.0,500.0,500.0,-21.0,9858
2026-03-05,2357,3850664,1980456769,510.0,520.0,508.0,518.0,18.0,5081
2026-03-06,2357,3155564,1656351500,514.0,530.0,513.0,527.0,9.0,4377
2026-03-09,2357,4149228,2130916112,505.0,520.0,500.0,517.0,-10.0,6228
2026-03-10,2357,5243871,2767696664,524.0,532.0,521.0,531.0,14.0,6116
2026-03-11,2357,10065627,5804749509,556.0,584.0,556.0,584.0,53.0,16110
2026-03-12,2357,9791806,5727605382,591.0,593.0,574.0,581.0,-3.0,15099
2026-03-13,2357,7586095,4462936525,574.0,594.0,573.0,589.0,8.0,15938
2026-03-16,2357,3975555,2335839039,592.0,592.0,581.0,589.0,0.0,7749
2026-03-17,2357,4286354,2533858395,592.0,595.0,589.0,593.0,4.0,6916
2026-03-18,2357,4891953,2911572697,598.0,604.0,590.0,594.0,1.0,8497
2026-03-19,2357,4095849,2398630526,589.0,594.0,578.0,578.0,-16.0,10487
2026-03-20,2357,4989313,2901863730,582.0,590.0,574.0,582.0,4.0,6204
2026-03-23,2357,5151764,2920611490,572.0,575.0,560.0,563.0,-19.0,10268
2026-03-24,2357,3350811,1903947568,575.0,576.0,562.0,565.0,2.0,4857
2026-03-25,2357,4343526,2459478232,576.0,577.0,562.0,565.0,0.0,7211
2026-03-26,2357,3248027,1856157803,566.0,577.0,563.0,574.0,9.0,4998
2026-03-27,2357,2481563,1420914830,572.0,577.0,566.0,577.0,3.0,4106
2026-03-30,2357,3172392,1791540561,569.0,571.0,562.0,562.0,-15.0,5843
2026-03-31,2357,4343038,2404471994,560.0,565.0,548.0,549.0,-13.0,6385
2026-04-01,2357,3100177,1751172967,568.0,570.0,560.0,567.0,18.0,4466
2026-04-02,2357,3384391,1880675804,570.0,570.0,551.0,555.0,-12.0,6056
2026-04-07,2357,2709937,1492033681,561.0,563.0,545.0,550.0,-5.0,4798
2026-04-08,2357,3447711,1950666556,565.0,571.0,561.0,562.0,12.0,5433
2026-04-09,2357,2442567,1380376194,563.0,568.0,560.0,568.0,6.0,3760
2026-04-10,2357,3617167,2092335840,584.0,584.0,575.0,578.0,10.0,5671
2026-04-13,2357,2913908,1671682010,573.0,579.0,565.0,578.0,0.0,4628
2026-04-14,2357,3431946,1996029944,584.0,585.0,578.0,580.0,2.0,5003
2026-04-15,2357,4199393,2449904029,584.0,587.0,580.0,584.0,4.0,5272
2026-04-16,2357,4191246,2469881380,584.0,595.0,584.0,589.0,5.0,5849
2026-04-17,2357,5743396,3438595929,590.0,608.0,588.0,599.0,10.0,9132
2026-04-20,2357,4113459,2488559258,606.0,609.0,601.0,605.0,6.0,6863
2026-04-21,2357,5134459,3078387809,606.0,609.0,592.0,599.0,-6.0,9736
2026-04-22,2357,4673650,2825140222,598.0,609.0,595.0,609.0,10.0,7147
2026-04-23,2357,5700773,3436257664,613.0,619.0,591.0,598.0,-11.0,9735
2026-04-24,2357,5501754,3241542438,598.0,601.0,584.0,585.0,-13.0,9668
2026-04-27,2357,3081255,1814643416,587.0,596.0,585.0,588.0,3.0,5036
2026-04-28,2357,2335533,1369615258,589.0,591.0,583.0,588.0,0.0,4836
2026-04-29,2357,2430601,1429360691,590.0,595.0,585.0,588.0,0.0,3595
2026-04-30,2357,3074874,1797021664,585.0,590.0,581.0,581.0,-7.0,5093
2026-05-04,2357,3911466,2312838740,588.0,597.0,582.0,591.0,10.0,5829
2026-05-05,2357,2560325,1512913594,590.0,594.0,588.0,590.0,-1.0,4108
2026-05-06,2357,8876828,5482758869,598.0,634.0,596.0,629.0,39.0,16415
2026-05-07,2357,9859127,6322281437,633.0,655.0,625.0,639.0,10.0,14986
2026-05-08,2357,9024005,5913195261,640.0,670.0,638.0,650.0,11.0,14208
2026-05-11,2357,10283055,7023919574,661.0,699.0,658.0,686.0,36.0,15518
2026-05-12,2357,6512973,4421211728,686.0,693.0,672.0,673.0,-13.0,11068
2026-05-13,2357,7182022,4744486410,648.0,672.0,648.0,663.0,-10.0,10001
2026-05-14,2357,5612825,3812807839,675.0,687.0,667.0,679.0,16.0,8462
2026-05-15,2357,6804649,4446181723,681.0,682.0,638.0,641.0,-38.0,17020
2026-05-18,2357,3968471,2515520699,637.0,641.0,622.0,635.0,-6.0,6861
2026-05-19,2357,4896613,3157025316,636.0,651.0,635.0,642.0,7.0,6463
2026-05-20,2357,3822713,2452862670,645.0,650.0,636.0,640.0,-2.0,5154
2026-05-21,2357,4814040,3139248317,652.0,658.0,647.0,656.0,16.0,5968
2026-05-22,2357,5480314,3713787186,656.0,685.0,655.0,682.0,26.0,9355
2026-05-25,2357,6899791,4883092560,692.0,717.0,690.0,709.0,27.0,12341
2026-05-26,2357,4568619,3202915962,711.0,717.0,694.0,699.0,-10.0,7789
2026-05-27,2357,4222844,2965146666,700.0,709.0,694.0,701.0,2.0,7356
2026-05-28,2357,4308608,3010811524,703.0,711.0,690.0,692.0,-9.0,7573
2026-05-29,2357,13953540,10553200920,708.0,761.0,708.0,761.0,69.0,20434
2026-06-01,2357,4445549,3720924513,837.0,837.0,837.0,837.0,76.0,5395
2026-06-02,2357,11557431,10597450851,914.0,920.0,883.0,920.0,83.0,12830
2026-06-03,2357,13575996,12625984412,954.0,964.0,899.0,931.0,11.0,24440
2026-06-04,2357,6988699,6286332004,916.0,927.0,881.0,892.0,-39.0,15470
2026-06-05,2357,7938907,7116792541,910.0,927.0,875.0,900.0,8.0,12916
2026-06-08,2357,7306896,6110042497,820.0,853.0,816.0,844.0,-56.0,14237
2026-06-09,2357,5184736,4381847966,853.0,853.0,834.0,850.0,6.0,8569
2026-06-10,2357,6712389,5445713614,820.0,826.0,793.0,796.0,-54.0,17631
2026-06-11,2357,5245169,4092967192,791.0,802.0,769.0,784.0,-12.0,11040
2026-06-12,2357,4371037,3445754672,791.0,805.0,780.0,785.0,1.0,7951
2026-06-15,2357,3780033,2995604533,803.0,804.0,783.0,792.0,7.0,6797
2026-06-16,2357,4159548,3292182501,794.0,800.0,786.0,791.0,-1.0,6431
2026-06-17,2357,3336854,2655091692,790.0,803.0,782.0,803.0,12.0,5684
2026-06-18,2357,7939182,6315668020,807.0,810.0,789.0,789.0,-14.0,11116
2026-06-22,2357,3442620,2733592327,793.0,806.0,788.0,788.0,-1.0,8494
2026-06-23,2357,6495537,5158042229,799.0,819.0,783.0,785.0,-3.0,10050
2026-06-24,2357,5156891,3977812433,775.0,783.0,764.0,771.0,-14.0,12519
2026-06-25,2357,6101570,4593634511,770.0,773.0,743.0,748.0,-23.0,16263
2026-06-26,2357,7061186,5033505967,730.0,735.0,700.0,701.0,-47.0,21104
2026-06-29,2357,4626002,3243505657,702.0,710.0,694.0,703.0,2.0,9736
2026-06-30,2357,7495277,5266753879,705.0,711.0,691.0,700.0,-3.0,10839
2026-07-01,2357,13522280,8770628861,658.0,659.0,635.0,657.0,0.0,23857
2026-07-02,2357,6248766,4100377988,650.0,667.0,642.0,667.0,10.0,9946
2026-07-03,2357,3325491,2224155077,660.0,675.0,657.0,675.0,8.0,6160
2026-07-06,2357,3352579,2278851543,681.0,689.0,672.0,680.0,5.0,6051
2026-07-07,2357,3751073,2511431625,681.0,681.0,661.0,663.0,-17.0,7589
2026-07-08,2357,4853620,3298288733,675.0,687.0,670.0,687.0,24.0,6489
2026-07-09,2357,4811935,3297231820,688.0,699.0,675.0,684.0,-3.0,6040
2026-07-13,2357,6768399,4824912572,706.0,725.0,703.0,704.0,20.0,9515
2026-07-14,2357,4883592,3409563488,710.0,710.0,690.0,703.0,-1.0,7461
2026-07-15,2357,3769668,2687816532,705.0,720.0,705.0,712.0,9.0,5070
2026-07-16,2357,2700767,1918623998,710.0,715.0,698.0,715.0,3.0,4098
2026-07-17,2357,4776948,3386699668,705.0,719.0,700.0,700.0,-15.0,7818
2026-07-20,2357,3669278,2564729415,705.0,711.0,688.0,688.0,-12.0,5544
2026-07-21,2357,5540625,4014873375,700.0,739.0,698.0,736.0,48.0,9622
2026-07-22,2357,5556494,4223528552,740.0,772.0,740.0,757.0,21.0,10698
2026-07-23,2357,3640645,2793219026,759.0,773.0,759.0,769.0,12.0,6673
2026-07-24,2357,3099430,2385332782,760.0,780.0,760.0,771.0,2.0,6097
2026-07-27,2357,3709649,2792316966,778.0,778.0,735.0,760.0,-11.0,7871
2026-07-28,2357,3774159,2804162735,748.0,763.0,734.0,735.0,-25.0,8899
2026-07-29,2357,7000149,5278683452,750.0,771.0,736.0,761.0,26.0,15222
2026-07-30,2357,5046040,3717044769,762.0,762.0,722.0,737.0,-24.0,8530
2026-07-31,2357,9733283,7704879443,773.0,810.0,767.0,810.0,73.0,16347
2026-08-03,2357,3979413,3179538573,790.0,813.0,786.0,799.0,-11.0,7785
2026-08-04,2357,4052111,3262144603,781.0,816.0,781.0,806.0,7.0,7402
2026-08-05,2357,5273869,4444915900,813.0,859.0,813.0,838.0,32.0,11571
2026-08-06,2357,4064934,3325830484,830.0,843.0,806.0,818.0,-20.0,14145
2026-08-07,2357,4616536,3746677356,816.0,825.0,805.0,817.0,-1.0,6467
2026-08-10,2357,2749914,2244909454,820.0,822.0,808.0,818.0,1.0,4977
2026-08-11,2357,3062368,2526574115,818.0,839.0,812.0,839.0,21.0,5819
2026-08-12,2357,3093043,2632857666,831.0,860.0,831.0,852.0,13.0,7004
2026-08-13,2357,3760190,3523298030,937.0,937.0,937.0,937.0,85.0,8761
2026-08-14,2357,16239913,16191877732,968.0,1025.0,966.0,996.0,59.0,25002
2026-08-17,2357,5643928,5340172975,985.0,986.0,921.0,938.0,-58.0,18158
2026-08-18,2357,4643243,4221437300,930.0,933.0,891.0,910.0,-28.0,11205
2026-08-19,2357,2985654,2718902907,896.0,925.0,891.0,925.0,15.0,7335
2026-08-20,2357,3211887,2950306189,928.0,940.0,906.0,913.0,-12.0,6428
2026-08-21,2357,1887246,1728659036,913.0,923.0,906.0,921.0,8.0,3346
2026-08-24,2357,1674244,1551725592,919.0,939.0,916.0,923.0,2.0,4234
2026-08-25,2357,1976790,1808890540,921.0,925.0,901.0,925.0,2.0,3933
2026-08-26,2357,3391704,3244122071,923.0,980.0,919.0,971.0,46.0,9196
2026-08-27,2357,1739150,1687381131,966.0,977.0,962.0,968.0,-3.0,4554
2026-08-28,2357,1844300,1780589776,975.0,981.0,955.0,965.0,-3.0,5975
2026-08-31,2357,5187639,5160400197,962.0,1005.0,951.0,999.0,34.0,10381
2026-09-01,2357,5653878,5675970931,1000.0,1025.0,987.0,1010.0,11.0,11236
2026-09-02,2357,3736142,3753583312,1000.0,1020.0,993.0,1010.0,0.0,5453
2026-09-03,2357,3213248,3177677591,1020.0,1025.0,962.0,971.0,-39.0,9553
2026-09-04,2357,5102743,5168660572,988.0,1030.0,986.0,1025.0,54.0,11255
